Site Category Name,Sub Category Name,Category ID,Category Name,Questions,Audit Question Default value,Findings (Assertive Statement),Risk,Actions/Recommendation,Action Category,UA-UC,Risk Severity,Risk Probability,Color Code,Cost Type,Combined Risk Rating,Note
Client Leased,Open Plot,L.3,Review of Ventilation System,Is exhaust fans installed near Battery charging area and  are in working condition ?,,Exhaust fans are not installed in the warehouse,Improper ventilation,Install exhaust fans in warehouse,Exhaust Fans,UA-UC,Low,Medium,Yellow,Capex,18,
Client Leased,Open Plot,L.4,Review of Ventilation System,Is proper ventilation provided in the  Server Room/UPS battery charging area ?,,Ventilation is not adequate in the Server Room/ UPS battery charging area.,Accumulation of the explosive mixture. Equipment may damages,Adequate ventilation should be provided in the Server Room/UPS battery charging area,Ventilation,UA-UC,High,High,Red,Capex,144,
Client Leased,Open Plot,L.5,Review of Ventilation System,Is well ventilation available or  exhaust fans installed in Washroom/Locker room and  are in working condition?,,Poor ventilation and Exhaust fans are not installed in the washroom/Locker room.,Health issue to employees may occur,Exhaust fans should be installed in washroom/Locker room,Exhaust Fans,UA-UC,Medium,Medium,Yellow,Opex,18,
Client Leased,Open Plot,M,"Review of Health, Hygiene and Food Safety","Review of Health, Hygiene and Food Safety",,,,,,,,,,,0,
Client Leased,Open Plot,M.1,"Review of Health, Hygiene and Food Safety",Is area demarcated for eating and drinking ?,,Area not demarcated for eating and drinking,Fire Risk/ Warehouse Hygiene issue,Area should be demarcated for eating and drinking,Demarcation,UA-UC,Low,Medium,Red,Opex,36,
Client Leased,Open Plot,M.2,"Review of Health, Hygiene and Food Safety","Is adequate provision has been made for rest periods like lunch, tea breaks, etc. (provisions like table chair, possibility to reheat meals, safe drinking water etc.)?",,"Adequate provision is not made for rest periods like for lunch, tea breaks, etc.",Not a standard practice,"Adequate provision should be made for rest periods like lunch, tea breaks, etc. (provisions like table chair, possibility to reheat meals, safe drinking water etc.)",Canteen,Others,Low,Medium,Yellow,Capex,18,
Client Leased,Open Plot,M.3,"Review of Health, Hygiene and Food Safety",Does the facility maintain clean hand wash and toilet areas?,,Good hygiene is not maintained in the washrooms,Health Issues to employees,Hygiene of washrooms and other areas of the warehouse should maintained,5S,UA-UC,Medium,Medium,Yellow,Operatiol Action,9,
Client Leased,Open Plot,M.4,"Review of Health, Hygiene and Food Safety",Are lockers provided separate for male and females ?,,Lockers are not provided separate for male and females,Not a standard practice,Lockers should be provided separate for male and females,Lockers,Others,Low,Low,Yellow,Capex,12,
Client Leased,Open Plot,N,Review of Work Permit System,Review of Work Permit System,,,,,,,,,,,0,
Client Leased,Open Plot,N.1,Review of Work Permit System,"Availability of written system : If yes, obtain a copy",,Written system of work permit system is not available,Any incident may occur while conducting non-routine activities,Work permit system should be available in the warehouse,Work Permit,UA-UC,Medium,Medium,Red,Operatiol Action,27,
Client Leased,Open Plot,N.2,Review of Work Permit System,Is work permit closure system followed ?,,Work permit closure system is not followed,There are chances that the workers involved in the activity may leave the work place in unsafe condition,Work permit closure system should be followed,Work Permit,UA-UC,High,Medium,Yellow,Operatiol Action,12,
Client Leased,Open Plot,N.3,Review of Work Permit System,Is Register/File of work permits issued available ?,,Register of work permit system is not available,Warehouse staff will not be able to track the nos of work permit issued,Register of work permit issued should be available and maintained,Work Permit,UA-UC,High,Medium,Yellow,Operatiol Action,12,
Client Leased,Open Plot,N.4,Review of Work Permit System,Is work permit issued for 8 hrs. / extended thereon (if required) & record maintained?,,No records are maintained for the work permits issued for 8 hours or extended hours,Safety risk may increase if work permits are extended more than 8 hrs,Records of all the work permits should be maintained for the work permits extended beyond 8 hrs,Work Permit,UA-UC,High,Medium,Yellow,Operatiol Action,12,
Client Leased,Open Plot,O,Review of Hazardous Waste / General Waste management,Review of Hazardous Waste / General Waste management,,,,,,,,,,,0,
Client Leased,Open Plot,O.1,Review of Hazardous Waste / General Waste management,Is no/nil hazardous waste generated ?,,Hazardous waste is generated,Legal risk if hazardous waste is not properly handled & disposed,Proper precautions to be adopted for handling hazardous waste inside warehouse & proper visual management to be done to create awareness in all,Training,UA-UC,High,Low,Yellow,Opex,16,
Client Leased,Open Plot,O.2,Review of Hazardous Waste / General Waste management,Is scrap handed over to authorized vendor for proper disposal or recycling?,NA,Scrap is not handled by the authorized vendor,Legal Environmental Issue,All  waste should be handed over to the authorized recycler,Recycling,UA-UC,High,Medium,Red,Operatiol Action,36,
Client Leased,Open Plot,O.3,Review of Hazardous Waste / General Waste management,"Is corrugated, Wooden and Plastic waste segregated and disposed off ?",NA,"Corrugated, Wooden and Plastic waste not are not segregated ?",Legal Environmental Issue,"Paper, carton box, and Plastic waste should be segregated ?",Records,UA-UC,Medium,Low,Yellow,Operatiol Action,6,
Client Leased,Open Plot,O.4,Review of Hazardous Waste / General Waste management,Is the Scrap area identified or scrap yard available?,NA,Scrap area is not identified and scrap yard is not available.,Scrap material may scattered across the warehouse if are is not define or scrap yard not available,Scrap yard should be available and scrap area inside wh should be identified.,Scrap Yard,UA-UC,Medium,Low,Yellow,Operatiol Action,6,
Client Leased,Open Plot,P,Review of Emergency Preparedness and Mock drill,Review of Emergency Preparedness and Mock drill,,,,,,,,,,,0,
Client Leased,Open Plot,P.1,Review of Emergency Preparedness and Mock drill,Is Warehouse Emergency Preparedness Plan available?,,Emergency preparedness plan is not available,"If emergency preparedness plan is not available, staff will not be able to understand the procedure to be followed during emergencies",Emergency preparedness plan should be available,Documentation,UA-UC,Medium,Low,Red,Operatiol Action,18,
Client Leased,Open Plot,P.2,Review of Emergency Preparedness and Mock drill,Emergency Assembly Point/s identified & marked properly?,,Emergency assembly point is not identified and marked properly,"In case of any emergency, staff will not be able to locate the emergency assembly point",Emergency assembly point should be marked in the warehouse,Display Board,UA-UC,High,Medium,Red,Capex,108,
Client Leased,Open Plot,P.3,Review of Emergency Preparedness and Mock drill,"Are emergency signage like Way to exit,  Fire action etc. displayed at prominent locations?",,"Emergency signage like Way to exit,  Fire action etc. not displayed at prominent locations","If emergency signage are not displayed, staff may not get aware of what to do/where to go in case of any emergency",Emergency signage should be displayed at all the prominent locations,Signages,UA-UC,High,Medium,Red,Opex,72,
Client Leased,Open Plot,P.4,Review of Emergency Preparedness and Mock drill,Is Emergency exit identified and marked?,,Emergency exit is not identified and not marked.,"In case the emergency teams in the warehouse is not aware of the roles and responsibility, they will not able to respond accordingly and may result into some minor/major incident",Roles and responsibility of each should be identified in the emergency preparedness plan,Documentation,UA-UC,Medium,Low,Yellow,Operatiol Action,6,
Client Leased,Open Plot,P.5,Review of Emergency Preparedness and Mock drill,Is Emergency exit identified and marked?,,Emergency exit not identified and marked,"In case of any emergency, person may not be able to identify the emergency exit of the warehouse",All identified emergency exits in the warehouse should be marked,Display Board,UA-UC,High,High,Red,Opex,96,
Client Leased,Open Plot,P.6,Review of Emergency Preparedness and Mock drill,"Is proper stair case with railing provided for all the emergency exits, wherever applicable ?",,Stair case with proper rail guards are not provided for all emergency exits,Fall Risk,Rail guards and proper staircase should be provided at each emergency exit,Stairs,UA-UC,High,Medium,Red,Capex,108,
Client Leased,Open Plot,P.7,Review of Emergency Preparedness and Mock drill,Is Emergency exit free from obstructions?,,Emergency exit is not free of obstructions,Life Risk. In case of any emergency someone may get stuck in the material placed near to the emergency exit and may fall,All emergency exit should remain free/clear from obstructions,Storage Method,UA-UC,Very High,High,Red,Operatiol Action,60,
Client Leased,Open Plot,P.8,Review of Emergency Preparedness and Mock drill,Is mock drill conducted quarterly and record maintained?,,Mock drill not conducted on a quarterly basis,"1. Legal compliance issue
2. All person including old and new employee will not be able to know how to react in-case of any emergency",Mock drills in the warehouse should be conducted on a quarterly basis and records of the same shall be maintained,Mock Drill,Others,Medium,Low,yellow,Operatiol Action,6,
